campaign_id,user_id,activity_id,ctr,conversion,engagement_time
2001,352,1242,0.05585813134594675,1,6.209819613669476
2002,151,1598,0.06048581429150855,0,3.184723422219349
2003,808,1280,0.01970976024125859,1,4.44446133770289
2004,298,1759,0.08402099507193465,0,10.06041000680361
2005,275,1523,0.07809501429601873,0,0.2594768267455388
2006,174,1544,0.08387725554225009,1,13.26383765603794
2007,718,1476,0.0877331564761364,0,0.1237832448889434
2008,165,1779,0.01488392146558166,0,0.3353520696810087
2009,418,1280,0.07943474218308758,0,0.1903871631193846
2010,625,1945,0.09385446824676091,0,3.165740844456517
2011,25,1933,0.06419224829118454,0,2.394115557717961
2012,425,1862,0.005581880736797662,0,3.924299098651484
2013,341,1839,0.006250438907423795,0,4.283114930104848
2014,913,1116,0.03063993076944484,0,1.332121453318112
2015,505,1282,0.0112029455513814,0,3.281880942396764
2016,276,1633,0.07200395876470644,0,10.06649967510794
2017,977,1575,0.007702192343659264,0,27.44687056852096
2018,114,1638,0.09323505155237166,0,3.321051541159333
2019,532,1081,0.007143280012354859,0,4.647269829498436
2020,220,1258,0.004135614419013156,0,4.257635282601838
2021,919,1332,0.02560446351333399,0,0.08125137905938883
2022,549,1708,0.03964706133208896,0,18.46535761220659
2023,815,1292,0.03929547475993318,0,0.6417939564265871
2024,319,1420,0.07903791026279647,1,1.038866874145224
2025,195,1699,0.0250716302755782,1,1.998940781085191
2026,483,1362,0.02956631176811606,1,2.531266709662825
2027,813,1208,0.005160003017610027,0,4.263940446339469
2028,4,1666,0.02146456436270263,1,0.1038718476414974
2029,110,1915,0.08211249585431361,1,1.088225713949998
2030,528,1530,0.09420180876429211,0,1.739464485179696
2031,621,1270,0.02107265937545914,0,0.04180094238215425
2032,115,1036,0.02675348451511731,0,6.610904066778208
2033,665,1540,0.05111753217350617,0,8.561119229701953
2034,404,1794,0.02556821873328565,0,0.8265454913859743
2035,303,1040,0.00854865681212157,0,1.366935172157433
2036,44,1899,0.03354945878539202,0,19.20438094099785
2037,439,1022,0.09838709306418324,1,2.557046984996667
2038,535,1507,0.04177246048059932,0,4.959662276950552
2039,405,1639,0.02776971083792046,1,13.70335208388396
2040,978,1403,0.03063070953897129,0,5.603750939608249
2041,219,1553,0.07430666986459616,0,1.175552921140153
2042,738,1771,0.08569177400876134,1,6.944613120302753
2043,356,1268,0.09299816743506722,0,6.828484856560638
2044,743,1227,0.0944089170552549,0,15.77177270956013
2045,172,1918,0.02628463717827833,0,1.735046930529923
2046,366,1056,0.05787053535815271,0,7.795568395836736
2047,50,1243,0.07392036313536766,1,5.457408476432207
2048,999,1804,0.02747976126767299,0,12.82523375745458
2049,593,1478,0.09747201125227459,0,5.531106275547018
2050,684,1566,0.06140231443352274,1,3.629874926076245
2051,279,1958,0.0172644975496285,0,11.75950633927366
2052,56,1989,0.01181783350064314,0,6.85677419686567
2053,77,1033,0.03527555561458769,1,0.5703060583768487
2054,425,1040,0.04788650849029506,0,2.420057928738507
2055,620,1543,0.06382930661492779,0,1.037832737140841
2056,436,1730,0.03201549660801366,1,6.492490887536906
2057,1,1141,0.03235331475568393,0,28.81558005356622
2058,702,1591,0.0764709795718308,1,0.01400361183217535
2059,348,1747,0.006933383650033898,0,2.458305674634409
2060,859,1894,0.03661786595447412,0,1.362741909597561
2061,193,1481,0.01477232419421737,0,8.984475174616517
2062,912,1531,0.06163369957716713,0,7.347916851495764
2063,964,1875,0.02035332282849764,0,6.863967812341418
2064,903,1449,0.09443959232727156,0,1.451548463133727
2065,434,1515,0.09802858436414147,0,0.04377334717117439
2066,519,1089,0.02909845345529041,0,3.920953273135463
2067,362,1330,0.0504152029237954,0,7.772075143898861
2068,262,1117,0.05127016436446084,1,0.4177352041093094
2069,957,1600,0.04431859302536937,1,1.191322614571637
2070,363,1900,0.09948746296349376,0,0.2227772550819132
2071,620,1703,0.01482373889081923,0,1.317070364877939
2072,483,1789,0.041871773565401,1,1.562392758136019
2073,235,1402,0.05929640551112585,0,2.554180637418841
2074,592,1124,0.02065306877849163,0,6.602322889350532
2075,180,1773,0.04659192528992158,0,21.57411234206403
2076,967,1615,0.06315505044872591,0,7.698889121345969
2077,408,1109,0.04321475266580613,0,2.031250104491788
2078,976,1821,0.02769012558391105,0,1.09517557643759
2079,382,1455,0.03605177065102546,0,0.06150230097939081
2080,329,1240,0.04075161109529141,0,0.5546521268474945
2081,899,1162,0.01791661341415817,0,8.116057215964164
2082,548,1752,0.04728062990549708,0,3.202519822754504
2083,737,1167,0.04510988026949608,0,9.162545728781899
2084,718,1198,0.004619331057503973,0,3.865581710743926
2085,679,1679,0.03778116938115735,1,6.832990176983326
2086,402,1732,0.06941327421907148,0,4.215239321131738
2087,721,1373,0.02690831491959255,1,0.6809670482406942
2088,67,1477,0.085699513386697,0,7.257232196594402
2089,362,1155,0.03890928671290851,0,1.03395358884236
2090,791,1951,0.05200026897877087,0,0.1329349814915305
2091,669,1930,0.07889183625098875,0,19.64105769503936
2092,158,1294,0.00897508833306635,0,8.654186412358351
2093,966,1396,0.08402435820944712,0,5.068668296279986
2094,593,1783,0.01136507907460385,1,6.387780680895441
2095,300,1058,0.01837821307377807,1,3.08067632215476
2096,815,1006,0.0813488489528399,0,8.847731317993802
2097,31,1228,0.01511882007962003,0,4.646866352678503
2098,927,1370,0.009604235982796762,0,7.199080227907912
2099,438,1107,0.06247331797027467,0,2.125259234000595
2100,127,1599,0.07325257575372136,0,12.83200356278213
2101,370,1697,0.03205343079759747,0,4.378123169338977
2102,457,1179,0.0110890559640123,0,7.005039411944843
2103,294,1774,0.08587749269306895,0,2.052173271930442
2104,554,1985,0.0691941879707934,1,1.56947864007158
2105,799,1328,0.05121192500914884,0,4.764300021939718
2106,378,1301,0.07287398435643734,0,1.851760331024177
2107,1,1829,0.005739864576088516,1,1.713739052889196
2108,941,1257,0.05833373885162464,0,1.493891581139148
2109,92,1118,0.04673624351644561,0,4.324823059181647
2110,53,1388,0.09445979907458243,0,10.88829359908764
2111,995,1800,0.01009295959000389,0,12.67943009833599
2112,450,1675,0.06523276885070653,0,7.28920105073315
2113,790,1928,0.04383025974180326,0,0.9641826646186934
2114,451,1194,0.0832264365099925,0,1.41706444788167
2115,174,1686,0.08775174160234409,0,2.146487733518938
2116,75,1437,0.09042798528329513,0,0.8071233259470539
2117,210,1094,0.06605476929703982,0,1.127775489263612
2118,327,1551,0.002194107443662341,0,0.2649638441312561
2119,681,1701,0.07598135527876919,0,2.539974736404775
2120,708,1412,0.08580860373652695,0,4.559256005798014
2121,383,1188,0.04112831741581247,1,1.317175792901618
2122,132,1590,0.01094045153392261,0,2.580384811358956
2123,506,1690,0.03398964753521876,0,27.12719871966463
2124,818,1670,0.05630855481290312,0,0.5376293542717082
2125,856,1166,0.01637890509682768,0,8.095524903194026
2126,198,1196,0.01935157352466368,0,1.475210461137923
2127,530,1921,0.07708307180375265,0,15.47511045923179
2128,642,1211,0.06400722765872406,1,0.03381383665256794
2129,593,1524,0.0467023676867316,0,0.1916157390323693
2130,797,1272,0.0990140063960039,0,1.31404676965102
2131,998,1445,0.06315719872623153,1,3.389745922977801
2132,79,1661,0.02696247897478359,0,11.01980374402941
2133,856,1499,0.05249485287110475,0,3.095573838222113
2134,111,1694,0.09769034113322245,0,8.438514810481673
2135,690,1854,0.09270906950619356,1,2.249925020727589
2136,901,1833,0.08704142045255747,0,9.219796379867214
2137,989,1180,0.05090537366815392,0,3.633848262109249
2138,355,1118,0.05791839347451695,0,8.865406885893613
2139,399,1592,0.01758807488256851,0,5.619655855132025
2140,618,1557,0.08783007980129365,0,24.05827344397615
2141,562,1358,0.0937056439492524,0,4.928851639189923
2142,150,1812,0.04367555487884345,0,1.29969962011914
2143,902,1287,0.05497298106330673,0,4.679220896417899
2144,44,1900,0.08547013951872852,0,4.324958504205773
2145,662,1035,0.09397422926992795,1,0.9282725042669125
2146,371,1520,0.04846007225430971,0,9.383272483860267
2147,487,1164,0.02728238931674301,0,7.601767519168541
2148,838,1394,0.05534877793781073,0,4.792551488669136
2149,624,1806,0.01624832794898112,0,7.53330495738544
2150,251,1589,0.03779705135631489,0,19.99658357077453
2151,442,1627,0.04559893180108491,0,1.430886022391973
2152,114,1001,0.01478940717460606,0,5.213195787349862
2153,230,1225,0.05835689169342335,0,17.17865569587883
2154,240,1685,0.02322599063089114,0,4.011925242997652
2155,432,1356,0.0611878013361076,1,0.174982174184773
2156,949,1152,0.04151524851566495,0,0.4672730971416171
2157,328,1099,0.0799351628542135,0,6.483603303997767
2158,25,1751,0.06599979492638364,0,6.325445955954986
2159,692,1158,0.08793496385160798,0,3.932913072951569
2160,990,1664,0.05639951656466805,0,11.32828960002815
2161,882,1304,0.08448844015413212,1,17.06796352976123
2162,763,1602,0.05325332346025344,0,0.841550830688962
2163,347,1296,0.007244628641136175,0,3.687176372596926
2164,116,1230,0.06442051253104508,0,1.395377513081617
2165,942,1009,0.03240857341763836,1,1.052916595688962
2166,639,1632,0.05226689255050691,1,9.713956542587013
2167,554,1299,0.02000690347926875,0,3.026261101321394
2168,464,1056,0.09171422871867685,0,4.111459402321457
2169,662,1785,0.02649212947748313,0,6.961001777228754
2170,522,1181,0.08022362187783878,0,1.29163352500562
2171,302,1717,0.06101996171842581,0,8.335615094571008
2172,618,1409,0.07240118338593009,0,19.60178552277263
2173,189,1917,0.08480235267685832,0,2.101195294413725
2174,136,1567,0.001186750439506934,0,8.664130997991156
2175,456,1436,0.0317279691198334,0,14.4851166299571
2176,493,1773,0.03811458836352005,0,1.681249130935552
2177,120,1590,0.08909484883832072,0,0.8287519179690074
2178,953,1128,0.0681746734578729,0,1.359842488652352
2179,202,1310,0.03420912926068159,1,1.974494114814961
2180,185,1994,0.09216120249068163,1,0.1213579211488093
2181,642,1347,0.09794761750196607,0,1.122325062048569
2182,9,1627,0.0439609856471001,0,2.726426090102026
2183,515,1205,0.0141316624177001,0,2.583828249771292
2184,677,1316,0.06022445380447136,0,6.725990706726728
2185,299,1778,0.01287087248005158,0,8.52835055864612
2186,148,1161,0.05135150131954948,0,8.036535539924227
2187,608,1372,0.04612943953459341,0,5.503902423538172
2188,2,1279,0.09546088523814221,1,7.059445781509832
2189,920,1064,0.08031654423521815,0,0.1882770923880284
2190,56,1832,0.07857631936225606,0,0.6859382575478201
2191,359,1205,0.03430611373542566,0,10.7436324708523
2192,576,1528,0.02242069659115039,0,2.304495604007235
2193,974,1864,0.001879908656877349,1,3.090428171615851
2194,512,1373,0.07869584982694106,0,6.079579165643446
2195,604,1812,0.01384248405446764,0,0.3571991373861166
2196,709,1743,0.0816803158998768,0,0.8433479637431179
2197,983,1858,0.05862258063917489,0,4.279093675026722
2198,333,1142,0.03444531152687375,0,9.849723191080923
2199,756,1336,0.05921214612187958,0,1.627719841099
2200,605,1191,0.0903122144868316,1,3.629408175890934
2201,296,1177,0.04341066833794478,0,1.280650097766714
2202,896,1688,0.01847259111269189,1,6.968650126196954
2203,125,1256,0.02128842277889025,0,1.081814621194423
2204,833,1218,0.07575054990897993,0,0.8749118598752732
2205,165,1977,0.01868627247747424,0,3.813657961864075
2206,113,1068,0.09813049588263995,0,0.9361248009353029
2207,150,1683,0.04160749014645472,0,15.39842365621642
2208,964,1543,0.02702430700357427,0,7.734363800940249
2209,49,1293,0.06428986091501641,0,3.468017766109207
2210,872,1033,0.004567824626020056,0,11.1788697091349
2211,780,1002,0.08049595101884108,1,0.0686345395511378
2212,783,1518,0.09561601047806723,0,4.178376322265132
2213,188,1825,0.08755698769158644,0,13.91386757669686
2214,62,1096,0.06949293657841342,0,9.465490968396765
2215,228,1768,0.04259164730270318,0,2.341458805054621
2216,540,1608,0.07096973084390677,0,2.249936291191363
2217,496,1013,0.079558103424317,0,7.164699704005448
2218,995,1409,0.002070182005381427,0,9.411119000428114
2219,828,1660,0.08829863208277468,0,1.075189491778665
2220,266,1144,0.04675391878283502,0,2.212027239034433
2221,120,1967,0.07104818503057092,0,4.542742531913835
2222,809,1745,0.09960780082858457,0,6.507489463731274
2223,977,1818,0.0154919236045912,0,13.84254585922539
2224,581,1014,0.06602115981258795,0,4.104138254937663
2225,470,1379,0.07156954837187068,0,6.410939763961961
2226,200,1528,0.05294800114392326,0,0.6807889980876591
2227,281,1680,0.05258196573792542,0,7.828072351792508
2228,128,1300,0.02617472307109132,0,0.3683939061980548
2229,636,1314,0.00400189905013979,0,6.661959924080866
2230,232,1691,0.0228460361653645,1,6.611658071875958
2231,9,1454,0.01081744916723525,0,2.830443605250119
2232,323,1727,0.01184369316461171,0,4.247939980530897
2233,989,1269,0.06996960811118988,1,38.07105510693686
2234,357,1301,0.03209230092005432,0,7.407842275636106
2235,457,1182,0.03888867141773322,0,1.211376674712532
2236,799,1627,0.005541264016484582,0,16.5911546386766
2237,658,1686,0.01148988561279115,0,3.844535746473148
2238,799,1240,0.09619962570915828,1,8.00231192250417
2239,368,1610,0.06032095684899014,0,1.724393730589961
2240,152,1334,0.09338513693892217,0,4.705859277284053
2241,508,1216,0.05624199738826724,0,15.17125704886848
2242,721,1179,0.09387478745771291,0,0.7294952995363733
2243,700,1056,0.08035986329752698,0,0.3669201133217873
2244,598,1469,0.06929104611327905,0,6.30248754032973
2245,492,1315,0.02016336008048147,1,18.80458828254783
